eid,country
seb-bank-vilnius-lithuania-ltu,Lithuania
dnb-bankas-vilnius-lithuania-ltu,Lithuania
ab-dnb-nord-bankas-vilnius-lithuania-ltu,Lithuania
danske-bank-as-lithuania-branch,Lithuania
bank-snoras,Lithuania
medicinos-bankas,Lithuania
snoras-bank,Lithuania
seb-bankas,Lithuania
ab-dnb-bankas-lithuania-ltu,Lithuania
ab-dnb-bankas-vilnius-lithuania-ltu,Lithuania
ab-bankas-snoras-lithuania-ltu,Lithuania
seb-bankas-vilnius-lithuania-ltu,Lithuania
societe-generale-bank-and-trust-sa,Luxembourg
northern-trust-global-services-limited,Luxembourg
skandinaviska-enskilda-banken,Luxembourg
hsbc-private-bank-luxembourg-sa-luxembourg-lux,Luxembourg
banque-et-caisse-depargne-luxembourg,Luxembourg
banque-pictet-luxembourg-sa-luxembourg-lux,Luxembourg
credit-suisse,Luxembourg
ing-luxembourg-sa-luxembourg-lux,Luxembourg
edmond-de-rothschild-europe,Luxembourg
bank-of-china,Luxembourg
banque-privee-edmond-de-rothchild-luxembourg-lux,Luxembourg
banque-privee-edmond-de-rothschild-europe,Luxembourg
east-west-united-bank-sa-luxemburg-lux,Luxembourg
ubi-banca-international-sa,Luxembourg
abn-amro-luxembourg-lux,Luxembourg
banque-invik-sa,Luxembourg
banque-safra-luxembourg-sa,Luxembourg
banque-privee-edmond-de-rothchild-luxembourg-luxembourg-lux,Luxembourg
vp-bank-luxembourg-lux,Luxembourg
banque-de-luxembourg-luxembourg-lux,Luxembourg
kbl-european-private-bankers-sa-luxembourg-lux,Luxembourg
kbl-european-private-bankers-sa-luxembourg-luxembourg-lux,Luxembourg
skandinaviska-enskilda-banken-sa-luxembourg-lux,Luxembourg
banque-privee-edmond-de-rothschild-europe-luxembourg-lux,Luxembourg
ubi-banca-international-sa-luxembourg-lux,Luxembourg
skandinaviska-enskilda-banken-luxembourg-lux,Luxembourg
credit-suisse-luxembourg-sa-luxembourg-lux,Luxembourg
dexia-bqe-intl-a-luxembourg-sa-luxembourg-lux,Luxembourg
vp-bank-luxembourg-sa-luxembourg-lux,Luxembourg
hong-kong-shanghai-banking-corp,Macao
bank-of-china,Macao
bank-of-china-macau-mac,Macao
banco-nacional-ultramarino-macau-mac,Macao
industrial-and-commercial-bank-of-china-macau-limited-macau-mac,Macao
bni-madagascar-madagascar-mdg,Madagascar
bni-madagascar-mdg,Madagascar
malawi-savings-bank-limited,Malawi
ambank-m-berhad-malaysia-mys,Malaysia
public-bank-berhad,Malaysia
alliance-bank-malaysia-berhad-kuala-lumpur-malaysia-mys,Malaysia
ocbc-bank-malaysia-mys,Malaysia
hsbc-bank-malaysia-berhad-kuala-lumpur-malaysia-mys,Malaysia
ocbc-bank,Malaysia
standard-chartered-bank-kuala-lumpur-malaysia-mys,Malaysia
menara-maybank-malaysia-mys,Malaysia
ocbc-bank-malaysia-berhad-kuala-lumpur-malaysia-mys,Malaysia
cimb-bank-berhad-kuala-lumpur-malaysia-mys,Malaysia
rhb-bank-berhad-malaysia-mys,Malaysia
ocbc-bank-malaysia-berhad-kuala-lumpur-mys,Malaysia
united-overseas-bank-malaysia-bhd-malaysia-mys,Malaysia
united-overseas-bank-kuala-lumpur-malaysia-mys,Malaysia
standard-chartered-bank-malaysia-mys,Malaysia
state-bank-of-india-male-republic-of-maldives-mdv,Maldives
hongkong-and-shanghai-banking-corporation-limited-male-republic-of-maldives-mdv,Maldives
mediterranean-bank-plc,Malta
bank-of-valletta-plc-valletta-malta-mlt,Malta
investec-bank-of-mauritius-limited-mauritius-mus,Mauritius
standard-chartered-bank-mauritius-mus,Mauritius
abc-banking-corporation-ltd,Mauritius
barclays-bank-plc,Mauritius
the-mauritius-commercial-bank-ltd-port-louis-mauritius-mus,Mauritius
state-bank-of-mauritius-ltd-port-louis-mauritius-mus,Mauritius
deutsche-bank-mauritius-ltd,Mauritius
sent-bank-internasional-indonesia,Mauritius
deutsche-bank,Mauritius
bank-one-ltd-port-louis-mauritius-mus,Mauritius
deutsche-bank-mauritius-ltd-mauritius-mus,Mauritius
mauritius-commercial-bank-ltd,Mauritius
afrasia-bank-limited-port-luis-mauritius-mus,Mauritius
standard-chartered-bank,Mauritius
deutsche-bank-mauritius-mus,Mauritius
standard-bank-mauritius-limited-mauritius-mus,Mauritius
standard-bank-mauritius-mus,Mauritius
bank-internasional-indonesia-mauritius-mus,Mauritius
mauritius-commercial-bank-mauritius-mus,Mauritius
ci-banco-sa,Mexico
citibanco-sa-institucion-de-banca-multiple,Mexico
banco-mercantil-del-norte-mexico-mex,Mexico
banco-actinver-sa-institution-de-banca-multiple-grupo-financiero,Mexico
banco-mercantil-delnorte,Mexico
banco-nacional-de-mexico-sa,Mexico
banco-base-sa,Mexico
banco-santander-mexico,Mexico
bbva-bancomer,Mexico
banco-del-bajio-sa-institucion,Mexico
banco-base-sa-mexico-mex,Mexico
citibanco-sa-institucion-de-banca-multiple-mexico-mex,Mexico
ci-banco-sa-mexico-mex,Mexico
bbva-bancomer-sa-mexico-mex,Mexico
ci-banco-sa-mexico-city-mexico-mex,Mexico
banco-del-bajio-s-a-mexico-mex,Mexico
unibank,"Moldova, Republic of"
eximbank,"Moldova, Republic of"
banca-de-economii-a-moldovei,"Moldova, Republic of"
cjscb-ipotechniy,"Moldova, Republic of"
energbank,"Moldova, Republic of"
moldindconbank-sa,"Moldova, Republic of"
jsc-bank-ipotechniy,"Moldova, Republic of"
commercial-bank-mobiasbanca-groupe,"Moldova, Republic of"
banca-sociala-sa,"Moldova, Republic of"
bc-procredit-bank-sa,"Moldova, Republic of"
moldindconbank,"Moldova, Republic of"
victoriabank,"Moldova, Republic of"
victoriabank-chisinau-moldova-mda,"Moldova, Republic of"
energbank-chisinau-moldova-mda,"Moldova, Republic of"
commercial-bank-mobiasbanca-groupe-societe-generale-sa-chisinau-moldova-mda,"Moldova, Republic of"
banca-de-economii-sa-chisinau-moldova-mda,"Moldova, Republic of"
moldova-agroindbank-sa-chisinau-moldova-mda,"Moldova, Republic of"
unibank-chisinau-moldova-mda,"Moldova, Republic of"
moldindconbank-sa-chisinau-moldova-mda,"Moldova, Republic of"
banca-de-economi-moldova-mda,"Moldova, Republic of"
commercial-bank-mobiasbanca-groupe-chisinau-moldova-mda,"Moldova, Republic of"
banca-de-economii-a-moldovei-chisinau-moldova-mda,"Moldova, Republic of"
eximbank-chisinau-moldova-mda,"Moldova, Republic of"
commercial-bank-banca-sociala-sa-chisinau-moldova-mda,"Moldova, Republic of"
banque-de-gestion-edmond-de-rothschild-monaco-monaco-mco,Monaco
societe-generale-bank-and-trust-monaco,Monaco
bank-julius-baer-monaco-sam,Monaco
hsbc-private-bank,Monaco
bsi-monaco-sam,Monaco
andbanc-monaco,Monaco
barclays-bank-plc-monaco-mco,Monaco
banque-de-gestion-edmond-de-rothschild-monaco-monte-carlo-monaco-mco,Monaco
credit-suisse-monaco-monte-carlo-monaco-mco,Monaco
societe-generale-bank-and-trust-monaco-sgbt-monaco-monaco-mco,Monaco
andbanc-monaco-monte-carlo-monaco-mco,Monaco
andbanc-monaco-sam-monte-carlo-monaco-mco,Monaco
zapad-banka-ad-podgorica,Montenegro
banco-comercial-e-de-investimentos,Mozambique
banco-comercial-e-de-investimentos-maputo-mozambique-moz,Mozambique
first-national-bank-of-namibia-ltd-windhoek-namibia-nam,Namibia
first-national-bank-of-namibia-limited-windhoek-namibia-nam,Namibia
isbank-gmbh-amsterdam-branch,Netherlands
amsterdam-trade-bank,Netherlands
amro-bank,Netherlands
ing-bank-nv,Netherlands
abn-amro-bank,Netherlands
europe-bank-nv,Netherlands
amsterdam-trade-bank-nv-amsterdam-netherlands-nld,Netherlands
abn-amro-bank-nvamsterdam,Netherlands
rabobank-nederland,Netherlands
deutsche-bank-ag-amsterdam-netherlands-nld,Netherlands
isbank-ag,Netherlands
verenigde-staten-abn-amro-bank-nv,Netherlands
hsbc-trinkaus-und-burkhardt-ag,Netherlands
amsterdam-trade-bank-n-v-netherlands-nld,Netherlands
credit-europe-bank-nv,Netherlands
abn-amro-bank-nv,Netherlands
deutsche-bank-ag-amsterdam-nld,Netherlands
amsterdam-trade-bank-nv,Netherlands
deutsche-bank-amsterdam-nld,Netherlands
deutsche-bank-ag-amsterdam,Netherlands
deutsche-bank-ag,Netherlands
garantibank-international-nv,Netherlands
garantibank-international-nv-netherlands-nld,Netherlands
yapi-kredi-bank-nederland-n-v,Netherlands
deutsche-bank-nederland-nv,Netherlands
isbank-gmbh-amsterdam-branch-amsterdam-netherlands-nld,Netherlands
economy-bank-n-v-amstelveen-netherlands-nld,Netherlands
ing-netherland-nv,Netherlands
abn-amro-bank-amsterdam-netherlands-nld,Netherlands
ing-netherland-nv-netherlands-nld,Netherlands
abn-amro-bank-nv-netherlands-nld,Netherlands
ing-bank-netherland-n-v-netherlands-nld,Netherlands
abn-amro-bank-nv-amsterdam-nld,Netherlands
ing-bank-nv-amsterdam-netherlands-nld,Netherlands
abn-amro-clearing-bank-nv-amsterdam-netherlands-nld,Netherlands
abn-amro-bank-nv-head-office-amsterdam-netherlands-nld,Netherlands
abn-amro-bank-nv-amsterdam-netherlands-nld,Netherlands
credit-europe-bank-nv-amsterdam-netherlands-nld,Netherlands
abn-amro-bank-nv-rotterdam-netherlands-nld,Netherlands
asbbank-limited-auckland-new-zealand-nzl,New Zealand
bank-of-new-zealand,New Zealand
bank-of-new-zealand-new-zealand-nzl,New Zealand
asb-bank-limited-auckland-new-zealand-nzl,New Zealand
banque-sahelo-saharienne-pour-linvestissement-et-le-commerce,Niger
first-bank-of-nigeria-plc,Nigeria
wema-bank-plc,Nigeria
standard-chartered-bank,Nigeria
zenith-bank-plc,Nigeria
united-bank-for-africa-plc,Nigeria
first-city-monument-bank,Nigeria
guaranty-trust-bank-limited,Nigeria
first-city-monument-bank-limited,Nigeria
ecobank-nigeria-plc-nigeria-nga,Nigeria
first-city-monument-bank-nigeria-nga,Nigeria
keystone-bank-limited-nigeria-nga,Nigeria
standard-chartered-bank-lagos-nigeria-nga,Nigeria
zenith-bank-plc-lagos-nigeria-nga,Nigeria
united-bank-for-africa-plc-nigeria-nga,Nigeria
first-city-monument-bank-limited-lagos-nigeria-nga,Nigeria
united-bank-for-africa-ltd-lagos-nigeria-nga,Nigeria
wema-bank-plc-nigeria-nga,Nigeria
first-bank-of-nigeria-plc-lagos-nigeria-nga,Nigeria
united-bank-for-africa-plc-lagos-nigeria-nga,Nigeria
dnb-bank-asa,Norway
helgeland-sparebank,Norway
dnb-bank-asa-norway-nor,Norway
dnb-nor-bank-asa-oslo-norway-nor,Norway
skandinaviska-enskilda-banken-oslo-norway-nor,Norway
dnb-bank-asa-oslo-norway-nor,Norway
bankmuscat,Oman
bank-muscat-al-ahli-al-omani-sultanate-of-oman-omn,Oman
bankmuscat-saog-oman-omn,Oman
allied-bank-limited-pakistan-pak,Pakistan
bank-alfalah-limited,Pakistan
bank-alfalah-limited-karachi-pakistan-pak,Pakistan
habib-bank-limited-karachi-pakistan-pak,Pakistan
united-bank-limited-faisalabad-pakistan-pak,Pakistan
allied-bank-limited-failasabad-pakistan-pak,Pakistan
habib-metropolitan-bank-ltd-karachi-pakistan-pak,Pakistan
bank-al-habib-ltd-karachi-pakistan-pak,Pakistan
allied-bank-limited-karachi-pakistan-pak,Pakistan
united-bank-limited-karachi-pakistan-pak,Pakistan
standard-chartered-bank-karachi-pakistan-pak,Pakistan
scb-pakistan-limited-karachi-pakistan-pak,Pakistan
soneri-bank-ltd-karachi-pakistan-pak,Pakistan
bank-alfalah-ltd-karachi-pakistan-pak,Pakistan
national-bank-of-pakistan-karachi-pakistan-pak,Pakistan
meezan-bank-limited-karachi-pakistan-pak,Pakistan
hsbc-panama-pan,Panama
hsbc,Panama
mmg-bank-corporation-panama-city-panama-pan,Panama
credicorp-bank-panama-panama-pan,Panama
banco-trasatlantico-sa-panama-pan,Panama
banesco-sa-panama-pan,Panama
towerbank-international-ltd,Panama
credicorp-bank,Panama
credicorp-bank-sa,Panama
hsbc-bank-usa,Panama
banco-universal-sa,Panama
banco-general-s-a,Panama
hsbc-bank,Panama
capital-bank-inc-panama-pan,Panama
prival-bank-s-a,Panama
multibank-inc,Panama
banesco-sa-panama-city-panama-pan,Panama
multibank-panama-pan,Panama
andbanc,Panama
mmg-bank-corporation,Panama
andbanc-panama-sa-panama-city-panama-pan,Panama
credicorp-bank-panama-pan,Panama
multibank-inc-panama-panama-pan,Panama
multibank-inc-panama-pan,Panama
banco-universal-sa-david-panama-pan,Panama
banco-credit-andorra-panama-sa-pan,Panama
banco-amambay-s-aparaguay-pry,Paraguay
bbva-paraguay-sa-asuncion-paraguay-pry,Paraguay
continental-dpr-finance-company-peru-per,Peru
banco-de-comercio-lima-peru-per,Peru
banco-continental-lima-peru-per,Peru
banco-gnb-peru-sa-lima-peru-per,Peru
banco-santander-peru-sa-lima-peru-per,Peru
banco-de-comercio,Peru
banco-de-credito-del-peru,Peru
banco-de-credito-del-peru-lima-peru-per,Peru
scotiabank-peru-lima-peru-per,Peru
banco-de-oro-unibank-inc,Philippines
bdo-unibank-inc,Philippines
metropolitan-bank-and-trust-co,Philippines
rizal-commercial-banking-corp,Philippines
bank-of-china-manila-philippines-phl,Philippines
rcbc,Philippines
ucpb-tordesillas-phl,Philippines
union-bank-of-the-philippines,Philippines
rizal-commercial-banking-corp-manila-philipppines-phl,Philippines
bdo-unibank-inc-makati-city-philippines-phl,Philippines
rizal-commercial-banking-corp-manila-philippines-phl,Philippines
banco-de-oro-unibank-inc-philippines-phl,Philippines
banco-de-oro-unibank-inc-makati-city-philippines-phl,Philippines
metropolitan-bank-and-trust-co-manila-philippines-phl,Philippines
united-coconut-planters-bank-manila-philippines-phl,Philippines
bank-polska-kasa-opieki-grupa-pekai-sa,Poland
societe-generale-spolka-akcyjna-oddzial-w-polsce-warsaw-poland-pol,Poland
alior-bank-sa,Poland
alior-bank-spolka-akcyjna,Poland
pko-bank-polski-sa,Poland
ing-bank-slaski-sa,Poland
raiffeisen-bank-polska-sa,Poland
bank-zachodni-wbk-sa,Poland
citibank-poland-sa-warsaw-poland-pol,Poland
nordea-bank-polska-sa,Poland
aloir-bank-spolka-akcyjna,Poland
bank-handlowy-w-warszawie-sa-warszawa-poland-pol,Poland
raiffeisen-bank-polska-s-a-warsaw-poland-pol,Poland
bank-zachodni-wbk-sa-poland-pol,Poland
kredyt-bank-sa,Poland
ing-bank-slaski-sa-katowice-poland-pol,Poland
bank-zachodni-wbk-sa-poznan-poland-pol,Poland
raiffeisen-bank-polska-s-a-warszawa-poland-pol,Poland
alior-bank-sa-warsaw-poland-pol,Poland
bank-slaski-sa-katowice-poland-pol,Poland
bank-polska-kasa-opieki-grupa-pekao-sa-poland-pol,Poland
nordea-bank-polska-sa-gdynia-poland-pol,Poland
raiffeisen-bank-polska-sa-warsaw-poland-pol,Poland
ing-bank-slaski-sa-poland-pol,Poland
bes-sfe-funchaloffshore-madeira,Portugal
banco-espirito-santo-salisbon-portugal-prt,Portugal
banco-bic-portugues-sa,Portugal
caixa-central-credito-agricola-mutuo-lisbon-portugal-prt,Portugal
montepio-geral-caixa-economica-lisbon-portugal-prt,Portugal
banco-espirito-santo-sa-lisbon-portugal-prt,Portugal
caixa-central-de-credito-agricola-portugal-prt,Portugal
bbo-international-private-bank,Puerto Rico
oriental-bank-puerto-rico-us-pri,Puerto Rico
italbank-international-inc,Puerto Rico
commercial-bank-of-qatar-ltd,Qatar
ahli-bank-qsc,Qatar
bnp-paribas-doha-doha-qatar-qat,Qatar
ahli-bank-qsc-doha-qatar-qat,Qatar
brd-group-societe-generale-sa-bucharest-romania-rou,Romania
royal-bank-of-scotland,Romania
royal-bank-of-scotland-romania-rou,Romania
oao-dnb-nor-monchebank,Russia
nz-bank,Russia
bank-vozrozhdenie-russia-rus,Russia
vitabnank-oao,Russia
bank-saint-petersburg,Russia
rosbank,Russia
transcreditbank,Russia
sberbank-krasnoyarsk-russia-rus,Russia
transnational-bank-commercial-bank,Russia
transcredit-bank,Russia
aktsionernyy-kommercheskiy-bank-basmannyy,Russia
transkapitalbank-public-joint-stock-public-joint-stock-company-moscow-russia-rus,Russia
deutsche-bank-ooo,Russia
raiffeisenbank,Russia
mdm-bank,Russia
bank-zenit,Russia
north-credit-bank,Russia
sberbank-lyublinskoe-branch-7977-moscow-russia-rus,Russia
bank-rossiya,Russia
ojsc-jscb-international-financial-club,Russia
milbank-ooo,Russia
ojsc-nomosbank-moscow-russia-rus,Russia
russian-finance-society-moscow-russia-rus,Russia
ao-raiffeisenbank-treasury-services,Russia
international-bank-of-st-petersburg,Russia
ao-raiffeisenbank,Russia
vtb-24-jsc-moscow-russia-rus,Russia
grand-invest-bank-ojsc-moscow-russia-rus,Russia
national-bank-trust-moscow-rus,Russia
globexbank,Russia
sberbankof-russia-moscow-russia-rus,Russia
zao-expert-bank,Russia
ojsc-bank-petrocommerce,Russia
international-bank-of-trade-cooperation,Russia
alfabank,Russia
tempbank,Russia
agropromcredit,Russia
rosbank-oao,Russia
rosgosstrakh-bank,Russia
far-eastern-bank,Russia
natsinvestprombank,Russia
prime-finance-plc-st-petersburg-russia-rus,Russia
sberbank-rostov-on-don-russia-rus,Russia
bank-vtb-24-jsc,Russia
nomosbank-moscow-russia-rus,Russia
bankvozrozhdenie-moscow-russia-rus,Russia
russita-bank-international-commercial-investment-bank,Russia
gazprombank,Russia
raiffeisenbank-zao,Russia
bank-vozrozhdenie,Russia
vtb-bank,Russia
credit-union-payment-center-ltd,Russia
perviy-klientskiy-bank,Russia
sviaz-bank,Russia
bank-vtb-north-west,Russia
ojsc-bank-narodniy-credit,Russia
gazprombank-ru-rus,Russia
bank-vtb,Russia
bank-for-foreign-trade-of-russia-moscow-russia-rus,Russia
boomerang-oao,Russia
ekaterinburg-branch-of-the-transcreditbank,Russia
solid-bank,Russia
sberbank-of-russia,Russia
specsetstroybank,Russia
open-joint-stock-company-otp-bank,Russia
raiffeisenbank-zao-moscow-russia-rus,Russia
rosevrobank-jscb,Russia
tempbank-moscow-russia-rus,Russia
jscb-international-financial-club,Russia
soyuz-oao,Russia
smp-bank,Russia
vozrozhdeniye,Russia
novikombank,Russia
ojsc-guta-bank,Russia
investkapitalbank,Russia
credit-bank-of-moscow-ojsc,Russia
jsc-sobinbank-moscow-russia-rus,Russia
woori-bank-moscow,Russia
new-moscow-bank-moscow-russia-rus,Russia
promsvyazbank,Russia
jsc-vtb-bank,Russia
rosbank-mosow-russia-rus,Russia
ing-bank-eurasia-zao,Russia
ojsc-nomos-bank-moscow-russia-rus,Russia
nota-bank-russia-rus,Russia
vnesheconombank,Russia
alfa-bank,Russia
international-bank-of-st-petersburg-plc,Russia
national-republic-bank,Russia
joint-stock-commercial-bank-transcapitalbank-closed-joint-stock-company,Russia
petrocommerce-ojsc-bankmoscow-russia-rus,Russia
vtb-24-jsc,Russia
solid-bank-russia-rus,Russia
transcreditbank-jsc,Russia
ural-bank-for-reconstruction-and-development-joint-stock-company-russia-rus,Russia
savings-bank-of-the-russian-federation-ekaterinburg-russia-rus,Russia
inresbank,Russia
unicredit-bank-cjsc,Russia
vtb-north-west,Russia
chelyabinvestbank-chelyabinsk-russia-rus,Russia
novikombank-moscow-russia-rus,Russia
trade-finance-bank,Russia
bank-vtb-rostov-on-don-ru-rus,Russia
petrocommerce-ojsc-bank,Russia
bank-basmannyy,Russia
skb-bank,Russia
unicredit-bank-moscow-russia-rus,Russia
baltinvestbank,Russia
gazprombank-moscow-the-russian-federation-rus,Russia
gazprombank-open-joint-stock-co,Russia
jsb-rosevrobank-ojsc,Russia
ural-bank-for-reconstruction-and-development-joint-stock-company,Russia
primorye-bank,Russia
hsbc-bank,Russia
bank-soyuz,Russia
nci-uticpay-ltd,Russia
taurus-bank,Russia
evrofinance-mosnarbank,Russia
industrial-savings-bank-close-joint-russia-rus,Russia
savings-bank-of-the-russian-federation,Russia
vtb-24,Russia
international-bank-of-azerbaijan-russia-rus,Russia
transkapitalbank,Russia
finansovyj-kapital,Russia
ojsc-nordea-bank,Russia
legion-jscb-moscow-russian-federation-rus,Russia
banksoyuz-moscow-russia-rus,Russia
zao-unicredit-bank,Russia
bandn-bank,Russia
aresbank,Russia
primtercombank,Russia
sberbank-srednerussky,Russia
baltik-development-bank,Russia
sberbank,Russia
primorye-bank-vladivostok-russia-rus,Russia
joint-stock-company-alfa-bank-moscow-russia-rus,Russia
bank-vtb24-jsc-moscow-russia-rus,Russia
alfa-bank-moscow-russia-rus,Russia
rosbank-russia-rus,Russia
jscb-novikombank-moscow-russia-rus,Russia
sberbank-of-russia-moscow-russia-rus,Russia
non-banking-credit-organization-settlement-chamber-rts-russia-rus,Russia
sberbank-of-russia-russia-rus,Russia
bank-vtb-st-petersburg-russia-rus,Russia
investtradebank-ojsc-russia-rus,Russia
international-moscow-bank-russia-rus,Russia
deutsche-bank-ooo-russia-rus,Russia
open-joint-stock-company-otp-bank-moscow-russia-rus,Russia
pjsc-rosbank-moscow-russia-rus,Russia
promsvyazbank-moscow-russia-rus,Russia
j-s-b-rosevrobank-ojsc-russia-rus,Russia
bank-rossiya-st-petersburg-russia-rus,Russia
sudostroitelnyj-bank-moscow-russia-rus,Russia
vtb-north-west-st-petersburg-russia-rus,Russia
vtb-bank-russia-rus,Russia
bank-for-foreign-trade-of-russia-moscow-ru-rus,Russia
petrocommerce-ojsc-bank-moscow-russia-rus,Russia
zao-unicredit-bank-moscow-russia-rus,Russia
bank-vtb-north-west-jsc-st-petersburg-russia-rus,Russia
mdm-bank-open-joint-stock-company-moscow-russia-rus,Russia
dnb-bank-asa-moscow-russia-rus,Russia
russian-standard-bank-moscow-russia-rus,Russia
alfa-bank-ojsc-russia-rus,Russia
vtb-north-west-russia-rus,Russia
nomos-bank-moscow-russia-rus,Russia
vtb-north-west-jsc-st-petersburg-russia-rus,Russia
oao-dnb-nor-monchebank-murmansk-russia-rus,Russia
open-joint-stock-company-promsvyazbank-russia-rus,Russia
krb-ukhtabank-ukhta-russia-rus,Russia
sberbank-moscow-ru-rus,Russia
savings-bank-of-the-russian-federation-st-petersburg-russia-rus,Russia
ao-raiffeisenbank-treasury-services-moscow-russia-rus,Russia
raiffeisenbank-zao-russia-rus,Russia
peresvetbank-moscow-russia-rus,Russia
gazprombank-russia-rus,Russia
ao-unicredit-bank-russian-federation-rus,Russia
baltinvestbank-st-petersburg-russia-rus,Russia
bank-vtb-northwest-jsc-st-petersburg-russia-rus,Russia
rost-bank-russia-rus,Russia
international-bank-of-stpetersburg-plc-moscow-russia-rus,Russia
transcreditbank-moscow-russia-rus,Russia
savings-bank-of-the-russian-federation-aka-sberbank-russia-rus,Russia
vtb-jsc-bank-open-joint-stock-bank-moscow-russia-rus,Russia
ojsc-promsvyazbank-russia-rus,Russia
b-and-n-bank-moscow-russia-rus,Russia
mdm-bank-moscow-russia-rus,Russia
ak-bars-bank-russia-rus,Russia
credit-europe-bank-ltd-moscow-russia-rus,Russia
credit-union-payment-center-ltd-novosibirsk-russia-rus,Russia
uralsib-bank-oao-moscow-russia-rus,Russia
jsc-vtb-bank-moscow-russia-rus,Russia
ojsc-jscb-international-financial-club-moscow-russia-rus,Russia
bank-vozrozhdeniye-moscow-russia-rus,Russia
savings-bank-of-the-russian-st-petersburg-russia-rus,Russia
transcapitalbank-moscow-russia-rus,Russia
far-eastern-bank-vladivostok-russia-rus,Russia
joint-stock-commercial-bank-transcapitalbank-closed-joint-stock-company-russia-rus,Russia
ojsc-promsvyazbank-moscow-russia-rus,Russia
bank-soyuz-moscow-russia-rus,Russia
international-bank-of-st-petersburg-ibsp-st-petersburg-russia-rus,Russia
vtb-24-jsc-russia-rus,Russia
national-settlement-depository-moscow-russia-rus,Russia
jscb-international-financial-club-moscow-russia-rus,Russia
sviaz-bank-moscow-russia-rus,Russia
bank-vtb-24-russia-rus,Russia
bank-zenit-russia-rus,Russia
bank-for-foreign-trade-of-russia-khabarovsk-russia-rus,Russia
bank-vtb-24-jsc-russia-rus,Russia
savings-bank-of-russian-federation-moscow-russia-rus,Russia
savings-bank-of-the-russian-federation-samara-russia-rus,Russia
evrofinance-mosnarbank-moscow-russia-rus,Russia
sberbank-st-petersburg-russia-rus,Russia
uralsib-bank-moscow-russia-rus,Russia
vtb-bank-moscow-russia-rus,Russia
nomos-bank-open-joint-stock-co-moscow-russia-rus,Russia
krajinvestbank-krasnodar-russia-rus,Russia
bank-vozrozhdenie-moscow-russian-federation-rus,Russia
vtb-bank-open-joint-stock-bank-moscow-russia-rus,Russia
bank-of-moscow-moscow-russia-rus,Russia
unicredit-bank-cjsc-moscow-russia-rus,Russia
bank-vtb-north-west-st-petersburg-russia-rus,Russia
bank-uralsib-moscow-russia-rus,Russia
vnesheconombank-moscow-russia-rus,Russia
credit-bank-of-moscow-ojsc-moscow-russia-rus,Russia
bank-vozrozhdenie-moscow-russia-rus,Russia
petersburg-settlement-center-st-petersburg-russia-rus,Russia
ing-bank-eurasia-zao-moscow-russia-rus,Russia
ao-raiffeisenbank-moscow-russia-rus,Russia
rosbank-moscow-russia-rus,Russia
sberbank-russia-rus,Russia
bank-otkritie-financial-corporation-moscow-russia-rus,Russia
vnesheconombank-aka-the-bank-for-development-and-foreign-economic-affairs-moscow-russia-rus,Russia
gazprombank-open-joint-stock-co-russia-rus,Russia
vozrozhdenie-moscow-russian-federation-rus,Russia
alfa-bank-russia-rus,Russia
dnb-nor-monchebank-murmansk-russia-rus,Russia
alfabank-moscow-russia-rus,Russia
vnesheconombank-russia-rus,Russia
moscow-industrial-bank-moscow-russia-rus,Russia
ural-bank-for-reconstruction-and-development-joint-stock-company-ekaterinburg-russia-rus,Russia
gazprombank-moscow-russia-rus,Russia
sberbank-moscow-russia-rus,Russia
transcredit-bank-moscow-russia-rus,Russia
finbank,Rwanda
ebna-bank-nv,Curaçao
south-american-international-bank-of-curacao,Curaçao
totalbank-curacao-nv-curacao-cuw,Curaçao
south-american-international-bank,Curaçao
ebna-bank-n-v-willemsted-curacao-cuw,Curaçao
south-american-international-bank-willemstad-curacao-cuw,Curaçao
bancaribe-curacao-bank-nv-curacao-cuw,Curaçao
ebna-bank-nv-curacao-cuw,Curaçao
ebna-bank-nv-willemstad-curacao-cuw,Curaçao
united-international-bank-curacao-cuw,Curaçao
united-international-bank-n-v,Curaçao
south-american-international-bank-of-curacao-willemstad-curacao-cuw,Curaçao
first-caribbean-international-bank,Saint Kitts and Nevis
bank-of-saint-lucia-intl-ltd,Saint Lucia
saudi-british-bank-saudi-arabia-sau,Saudi Arabia
al-inma-bank-riyadh-saudi-arabia-sau,Saudi Arabia
riyad-bank,Saudi Arabia
saudi-british-bank-riyadh-saudi-arabia-sau,Saudi Arabia
riyad-bank-riyadh-saudi-arabia-sau,Saudi Arabia
bank-al-jazira-saudi-arabia-sau,Saudi Arabia
sberbank-srbija-ad,Serbia
raifffeisen-banka-ad-belgrade-serbia-srb,Serbia
piraeus-bank-ad-beograd-beograd-serbia-srb,Serbia
bmi-offshore-bank-ltd-victoria-seychelles-syc,Seychelles
bmi-offshore-bank-limited-victoria-seychelles-syc,Seychelles
bmi-offshore-bank-ltd,Seychelles
barclays-bank-seychelles-ltd-victoria-mahe-seychelles-syc,Seychelles
barclays-bank,Seychelles
bank-of-sierra-leone,Sierra Leone
dbs-bank-ltd,Singapore
oversea-chinese-banking-corp-ltd,Singapore
citibank-singapore-ltd-singapore-sgp,Singapore
kbc-bank-nv,Singapore
icici-bank-limited,Singapore
dbs-bank-ltd-singapore,Singapore
malayan-banking-berhad-maybank-singapore-sgp,Singapore
usb-ag-singapore-sgp,Singapore
deutsche-bank-ag-singapore-sgp,Singapore
bangkok-bank-public-company-ltd-singapore-sgp,Singapore
